PAR_ID,PO_NO,HIGH_VALUE,LOW_VALUE
REQUESTED_ORDER_PIECES_TOL,214034359,7926,7205
REQUESTED_ORDER_PIECES_TOL,215157873,294,285
REQUESTED_ORDER_PIECES_TOL,215423164,225,219
REQUESTED_ORDER_PIECES_TOL,217021405,2875,2614
REQUESTED_ORDER_PIECES_TOL,217678920,197,191
REQUESTED_ORDER_PIECES_TOL,219292519,343,332
REQUESTED_ORDER_PIECES_TOL,221288814,7926,7205
REQUESTED_ORDER_PIECES_TOL,222627865,7926,7205
REQUESTED_ORDER_PIECES_TOL,224064278,7926,7205
REQUESTED_ORDER_PIECES_TOL,225636868,206,199
REQUESTED_ORDER_PIECES_TOL,226214371,2820,2564
REQUESTED_ORDER_PIECES_TOL,230339470,7926,7205
REQUESTED_ORDER_PIECES_TOL,95381210,306,306
REQUESTED_ORDER_PIECES_TOL,232798088,7926,7205
REQUESTED_ORDER_PIECES_TOL,229184847,8343,7584
REQUESTED_ORDER_PIECES_TOL,232780261,7926,7205
REQUESTED_ORDER_PIECES_TOL,226235023,7926,7205
REQUESTED_ORDER_PIECES_TOL,229232391,159,155
REQUESTED_ORDER_PIECES_TOL,109282898,23,21
REQUESTED_ORDER_PIECES_TOL,119359350,206,206
REQUESTED_ORDER_PIECES_TOL,126627859,1797,1470
REQUESTED_ORDER_PIECES_TOL,127135340,239,217
REQUESTED_ORDER_PIECES_TOL,131932894,206,199
REQUESTED_ORDER_PIECES_TOL,132395206,329,319
REQUESTED_ORDER_PIECES_TOL,133010505,206,199
REQUESTED_ORDER_PIECES_TOL,134328807,2396,2178
REQUESTED_ORDER_PIECES_TOL,136914726,153,148
REQUESTED_ORDER_PIECES_TOL,153419845,243,236
REQUESTED_ORDER_PIECES_TOL,155935523,48,43
REQUESTED_ORDER_PIECES_TOL,171205863,329,319
REQUESTED_ORDER_PIECES_TOL,181119573,77,75
REQUESTED_ORDER_PIECES_TOL,181448610,193,187
REQUESTED_ORDER_PIECES_TOL,184735842,7926,7205
REQUESTED_ORDER_PIECES_TOL,185091471,7926,7205
REQUESTED_ORDER_PIECES_TOL,185874187,7926,7205
REQUESTED_ORDER_PIECES_TOL,187483532,2875,2614
REQUESTED_ORDER_PIECES_TOL,188578088,181,175
REQUESTED_ORDER_PIECES_TOL,194206676,199,193
REQUESTED_ORDER_PIECES_TOL,194622449,213,206
REQUESTED_ORDER_PIECES_TOL,194837414,159,155
REQUESTED_ORDER_PIECES_TOL,197564621,7926,7205
REQUESTED_ORDER_PIECES_TOL,198771483,7926,7205
REQUESTED_ORDER_PIECES_TOL,199123934,137,133
REQUESTED_ORDER_PIECES_TOL,205334614,7926,7205
REQUESTED_ORDER_PIECES_TOL,208295938,7926,7205
REQUESTED_ORDER_PIECES_TOL,208417689,8618,7835
REQUESTED_ORDER_PIECES_TOL,208854779,8452,7683
REQUESTED_ORDER_PIECES_TOL,209721698,206,199
REQUESTED_ORDER_PIECES_TOL,211492352,185,179
REQUESTED_ORDER_PIECES_TOL,212350874,206,199
REQUESTED_ORDER_PIECES_TOL,213486602,193,187
REQUESTED_ORDER_PIECES_TOL,216328099,120,117
REQUESTED_ORDER_PIECES_TOL,217344502,193,187
REQUESTED_ORDER_PIECES_TOL,217638563,329,319
REQUESTED_ORDER_PIECES_TOL,218418484,250,243
REQUESTED_ORDER_PIECES_TOL,218805597,343,332
REQUESTED_ORDER_PIECES_TOL,221551069,193,187
REQUESTED_ORDER_PIECES_TOL,221649081,294,285
